PERCENTDEFEAT,CHAMP1,TEAM,CHAMP1_POSITION,SEASON,YEAR,CHAMP2,CHAMP2_POSITION,VICTORY,DEFEAT,TOTALPLAYED,PERCENTVICTORY
1.0,Poppy,Blue,TOP_LANER,Spring,2016,Udyr,JUNGLER,0,1,1,0.0
1.0,Evelynn,Red,AD_CARRY,Summer,2015,Karma,SUPPORT,0,1,1,0.0
0.0,Fiora,Red,TOP_LANER,Summer,2017,Graves,JUNGLER,1,0,1,1.0
1.0,Poppy,Red,AD_CARRY,Spring,2016,Trundle,SUPPORT,0,1,1,0.0
0.0,Jhin,Blue,AD_CARRY,Spring,2017,Malzahar,SUPPORT,1,0,1,1.0
0.0,Khazix,Red,JUNGLER,Summer,2017,Syndra,MID_LANER,1,0,1,1.0
1.0,Nidalee,Blue,JUNGLER,Summer,2016,Jayce,MID_LANER,0,1,1,0.0
0,Lissandra,Red,TOP_LANER,Summer,2016,Gragas,JUNGLER,1,1,2,0
1.0,Nidalee,Red,AD_CARRY,Spring,2018,Janna,SUPPORT,0,1,1,0.0
0.0,Camille,Blue,TOP_LANER,Summer,2017,Olaf,JUNGLER,1,0,1,1.0
0.0,Corki,Blue,AD_CARRY,Summer,2016,Nautilus,SUPPORT,1,0,1,1.0
0.0,Hecarim,Blue,JUNGLER,Spring,2017,TahmKench,SUPPORT,1,0,1,1.0
1.0,Rengar,Blue,JUNGLER,Summer,2014,TwistedFate,MID_LANER,0,1,1,0.0
1.0,Amumu,Blue,JUNGLER,Summer,2015,Yasuo,MID_LANER,0,1,1,0.0
0,Quinn,Blue,TOP_LANER,Spring,2016,LeeSin,JUNGLER,1,1,2,0
0.0,Khazix,Red,JUNGLER,Spring,2017,TwistedFate,MID_LANER,1,0,1,1.0
1.0,MonkeyKing,Red,AD_CARRY,Spring,2015,Nami,SUPPORT,0,1,1,0.0
1.0,Poppy,Blue,JUNGLER,Spring,2016,Braum,SUPPORT,0,1,1,0.0
0,RekSai,Red,AD_CARRY,Summer,2015,Thresh,SUPPORT,1,8,9,0
0.0,Nidalee,Blue,JUNGLER,Summer,2016,Syndra,MID_LANER,1,0,1,1.0
1.0,Darius,Blue,TOP_LANER,Spring,2016,RekSai,JUNGLER,0,1,1,0.0
0.0,Nidalee,Blue,JUNGLER,Summer,2016,Bard,SUPPORT,1,0,1,1.0
0.0,Gragas,Red,JUNGLER,Spring,2017,Talon,MID_LANER,1,0,1,1.0
0,Lissandra,Blue,TOP_LANER,Spring,2015,RekSai,JUNGLER,1,1,2,0
0.0,RekSai,Red,JUNGLER,Summer,2015,Chogath,MID_LANER,1,0,1,1.0
0.0,Swain,Blue,TOP_LANER,Summer,2016,Nidalee,JUNGLER,1,0,1,1.0
0.0,Maokai,Red,TOP_LANER,Spring,2017,Ivern,JUNGLER,1,0,1,1.0
1.0,LeeSin,Red,JUNGLER,Summer,2017,Anivia,MID_LANER,0,1,1,0.0
1.0,Ashe,Red,AD_CARRY,Spring,2017,Blitzcrank,SUPPORT,0,1,1,0.0
0.0,Xayah,Blue,AD_CARRY,Spring,2018,Blitzcrank,SUPPORT,1,0,1,1.0
0,Maokai,Blue,JUNGLER,Summer,2017,TahmKench,SUPPORT,1,1,2,0
0,Tristana,Blue,AD_CARRY,Summer,2015,Nautilus,SUPPORT,1,1,2,0
0,Jinx,Blue,AD_CARRY,Summer,2015,Thresh,SUPPORT,1,4,5,0
0.0,Vi,Red,AD_CARRY,Spring,2015,Thresh,SUPPORT,1,0,1,1.0
0,Lucian,Red,AD_CARRY,Spring,2016,Braum,SUPPORT,1,4,5,0
0.0,Jhin,Blue,AD_CARRY,Spring,2017,Braum,SUPPORT,1,0,1,1.0
1.0,Zac,Red,AD_CARRY,Summer,2016,Trundle,SUPPORT,0,1,1,0.0
0.0,Nunu,Blue,JUNGLER,Spring,2015,Janna,SUPPORT,1,0,1,1.0
0,Kled,Blue,TOP_LANER,Summer,2017,Sejuani,JUNGLER,1,2,3,0
0.0,Azir,Blue,TOP_LANER,Spring,2015,LeeSin,JUNGLER,1,0,1,1.0
1.0,Riven,Red,TOP_LANER,Summer,2015,Kindred,JUNGLER,0,1,1,0.0
0,Sejuani,Blue,JUNGLER,Spring,2015,Diana,MID_LANER,1,1,2,0
0,LeeSin,Red,JUNGLER,Spring,2015,Orianna,MID_LANER,1,3,4,0
0.0,Gangplank,Red,TOP_LANER,Summer,2016,Nidalee,JUNGLER,1,0,1,1.0
1.0,Irelia,Red,TOP_LANER,Spring,2017,Elise,JUNGLER,0,1,1,0.0
0.0,Nidalee,Blue,JUNGLER,Spring,2018,Janna,SUPPORT,1,0,1,1.0
1.0,Shyvana,Red,JUNGLER,Spring,2018,Azir,MID_LANER,0,1,1,0.0
1.0,LeeSin,Blue,JUNGLER,Spring,2018,Rakan,SUPPORT,0,1,1,0.0
0,Lucian,Red,AD_CARRY,Summer,2014,Janna,SUPPORT,1,1,2,0
0,Jinx,Red,AD_CARRY,Summer,2015,Alistar,SUPPORT,1,2,3,0
0,Lissandra,Red,TOP_LANER,Spring,2015,JarvanIV,JUNGLER,1,1,2,0
0,JarvanIV,Blue,JUNGLER,Spring,2015,Sona,SUPPORT,1,1,2,0
1.0,Xayah,Blue,AD_CARRY,Summer,2017,Galio,SUPPORT,0,1,1,0.0
1.0,Ekko,Red,TOP_LANER,Spring,2018,Khazix,JUNGLER,0,1,1,0.0
1.0,Lucian,Red,AD_CARRY,Spring,2015,Zilean,SUPPORT,0,1,1,0.0
0.0,Sejuani,Blue,JUNGLER,Summer,2017,Cassiopeia,MID_LANER,1,0,1,1.0
1.0,Talon,Blue,TOP_LANER,Spring,2017,Nidalee,JUNGLER,0,1,1,0.0
0.0,Nautilus,Red,TOP_LANER,Spring,2017,Ivern,JUNGLER,1,0,1,1.0
0.0,Rengar,Red,AD_CARRY,Summer,2017,Thresh,SUPPORT,1,0,1,1.0
0,Chogath,Blue,JUNGLER,Summer,2017,Cassiopeia,MID_LANER,1,2,3,0
1.0,Zac,Blue,JUNGLER,Summer,2017,Yasuo,MID_LANER,0,1,1,0.0
0.0,Kindred,Red,JUNGLER,Spring,2016,Lux,MID_LANER,1,0,1,1.0
0.0,Khazix,Blue,JUNGLER,Summer,2014,Braum,SUPPORT,1,0,1,1.0
0.0,Ekko,Blue,JUNGLER,Spring,2016,Leblanc,MID_LANER,1,0,1,1.0
1,LeeSin,Red,JUNGLER,Spring,2015,Zilean,MID_LANER,0,2,2,0
0,Sivir,Blue,AD_CARRY,Spring,2015,Nautilus,SUPPORT,1,1,2,0
0.0,Gragas,Red,JUNGLER,Spring,2017,Kassadin,MID_LANER,1,0,1,1.0
0.0,LeeSin,Blue,JUNGLER,Summer,2016,Swain,MID_LANER,1,0,1,1.0
0.0,Urgot,Red,AD_CARRY,Summer,2015,Alistar,SUPPORT,1,0,1,1.0
0.0,Elise,Red,JUNGLER,Summer,2016,Varus,MID_LANER,1,0,1,1.0
0.0,Swain,Red,TOP_LANER,Summer,2016,RekSai,JUNGLER,1,0,1,1.0
1.0,Kennen,Red,TOP_LANER,Summer,2017,Warwick,JUNGLER,0,1,1,0.0
0.0,Nidalee,Red,AD_CARRY,Spring,2015,Leona,SUPPORT,1,0,1,1.0
1.0,RekSai,Blue,TOP_LANER,Spring,2015,Rengar,JUNGLER,0,1,1,0.0
1.0,Sejuani,Blue,JUNGLER,Spring,2018,Lucian,MID_LANER,0,1,1,0.0
1.0,Rumble,Blue,JUNGLER,Spring,2017,Jayce,MID_LANER,0,1,1,0.0
0.0,Fizz,Blue,TOP_LANER,Spring,2015,Gragas,JUNGLER,1,0,1,1.0
0,Elise,Red,JUNGLER,Spring,2016,Jayce,MID_LANER,1,1,2,0
0.0,JarvanIV,Red,JUNGLER,Summer,2015,Lulu,MID_LANER,1,0,1,1.0
0.0,Gragas,Red,JUNGLER,Summer,2016,AurelionSol,MID_LANER,1,0,1,1.0
1.0,Zac,Blue,JUNGLER,Spring,2015,Nautilus,SUPPORT,0,1,1,0.0
0,Gragas,Red,JUNGLER,Spring,2017,Zed,MID_LANER,1,1,2,0
0,Graves,Red,JUNGLER,Summer,2016,Lissandra,MID_LANER,1,1,2,0
0,Xayah,Blue,AD_CARRY,Spring,2018,Alistar,SUPPORT,1,2,3,0
0.0,Nunu,Blue,JUNGLER,Summer,2015,KogMaw,MID_LANER,1,0,1,1.0
0,Ezreal,Red,AD_CARRY,Summer,2016,Karma,SUPPORT,1,1,2,0
0.0,Draven,Blue,AD_CARRY,Spring,2017,Lulu,SUPPORT,1,0,1,1.0
1,Caitlyn,Blue,AD_CARRY,Summer,2017,Nami,SUPPORT,0,2,2,0
0.0,Nidalee,Red,JUNGLER,Spring,2018,Zoe,MID_LANER,1,0,1,1.0
0.0,Renekton,Blue,TOP_LANER,Summer,2017,Chogath,JUNGLER,1,0,1,1.0
1.0,Galio,Red,TOP_LANER,Spring,2017,LeeSin,JUNGLER,0,1,1,0.0
0,Gragas,Red,AD_CARRY,Summer,2017,Taric,SUPPORT,1,1,2,0
0.0,Varus,Red,AD_CARRY,Spring,2018,Thresh,SUPPORT,1,0,1,1.0
0.0,Lucian,Blue,AD_CARRY,Spring,2017,Bard,SUPPORT,1,0,1,1.0
0.0,Jax,Red,TOP_LANER,Spring,2015,Nunu,JUNGLER,1,0,1,1.0
0,Elise,Red,JUNGLER,Spring,2016,TwistedFate,MID_LANER,1,2,3,0
0.0,Zac,Blue,JUNGLER,Summer,2017,Malzahar,MID_LANER,1,0,1,1.0
1.0,Vi,Red,JUNGLER,Spring,2016,Ahri,MID_LANER,0,1,1,0.0
0.0,JarvanIV,Blue,TOP_LANER,Spring,2017,Khazix,JUNGLER,1,0,1,1.0
0,Nunu,Red,AD_CARRY,Spring,2015,Morgana,SUPPORT,1,1,2,0
1.0,Skarner,Red,AD_CARRY,Summer,2015,Alistar,SUPPORT,0,1,1,0.0
1.0,Varus,Blue,AD_CARRY,Spring,2018,Ornn,SUPPORT,0,1,1,0.0
0.0,Nidalee,Red,JUNGLER,Summer,2016,Vladimir,MID_LANER,1,0,1,1.0
0.0,RekSai,Blue,JUNGLER,Spring,2015,Kassadin,MID_LANER,1,0,1,1.0
0.0,Nautilus,Red,TOP_LANER,Spring,2017,Elise,JUNGLER,1,0,1,1.0
1.0,Sivir,Blue,AD_CARRY,Spring,2017,Morgana,SUPPORT,0,1,1,0.0
1.0,Nidalee,Red,AD_CARRY,Summer,2017,Rakan,SUPPORT,0,1,1,0.0
0.0,RekSai,Red,JUNGLER,Spring,2016,Viktor,MID_LANER,1,0,1,1.0
1.0,Caitlyn,Red,AD_CARRY,Summer,2017,Camille,SUPPORT,0,1,1,0.0
0.0,Elise,Red,AD_CARRY,Spring,2016,Nami,SUPPORT,1,0,1,1.0
0,Lulu,Blue,TOP_LANER,Spring,2016,Udyr,JUNGLER,1,1,2,0
1.0,Khazix,Red,JUNGLER,Spring,2018,Galio,MID_LANER,0,1,1,0.0
0.0,Gangplank,Red,TOP_LANER,Spring,2018,Khazix,JUNGLER,1,0,1,1.0
1.0,Ezreal,Red,AD_CARRY,Summer,2016,Janna,SUPPORT,0,1,1,0.0
0.0,Irelia,Blue,TOP_LANER,Summer,2016,Kindred,JUNGLER,1,0,1,1.0
0.0,Nidalee,Blue,JUNGLER,Spring,2016,Zed,MID_LANER,1,0,1,1.0
0.0,Elise,Blue,JUNGLER,Summer,2016,Trundle,SUPPORT,1,0,1,1.0
1.0,Vi,Blue,JUNGLER,Summer,2015,Lulu,MID_LANER,0,1,1,0.0
0,Twitch,Red,AD_CARRY,Summer,2016,Karma,SUPPORT,1,4,5,0
0.0,Graves,Blue,JUNGLER,Spring,2016,Ziggs,MID_LANER,1,0,1,1.0
0.0,Sejuani,Red,AD_CARRY,Summer,2017,Morgana,SUPPORT,1,0,1,1.0
0.0,Elise,Blue,JUNGLER,Summer,2016,Nautilus,SUPPORT,1,0,1,1.0
1.0,Zac,Blue,JUNGLER,Spring,2018,Cassiopeia,MID_LANER,0,1,1,0.0
0.0,Gangplank,Blue,TOP_LANER,Summer,2016,Hecarim,JUNGLER,1,0,1,1.0
0.0,Ezreal,Red,JUNGLER,Summer,2017,Syndra,MID_LANER,1,0,1,1.0
0.0,Udyr,Red,AD_CARRY,Spring,2016,Bard,SUPPORT,1,0,1,1.0
0,Kalista,Red,AD_CARRY,Spring,2016,Alistar,SUPPORT,1,3,4,0
0.0,Lissandra,Blue,TOP_LANER,Summer,2016,Hecarim,JUNGLER,1,0,1,1.0
0.0,Gragas,Blue,JUNGLER,Spring,2017,Taliyah,MID_LANER,1,0,1,1.0
0,Nidalee,Red,JUNGLER,Summer,2016,Leblanc,MID_LANER,1,1,2,0
0.0,Gragas,Blue,JUNGLER,Summer,2017,Malzahar,MID_LANER,1,0,1,1.0
0,Galio,Blue,TOP_LANER,Summer,2017,Rengar,JUNGLER,1,1,2,0
1,Ryze,Blue,TOP_LANER,Summer,2016,Gragas,JUNGLER,0,2,2,0
1.0,Caitlyn,Red,AD_CARRY,Spring,2017,Zilean,SUPPORT,0,1,1,0.0
0.0,Rengar,Blue,JUNGLER,Summer,2017,Blitzcrank,SUPPORT,1,0,1,1.0
0.0,Graves,Red,AD_CARRY,Summer,2015,Annie,SUPPORT,1,0,1,1.0
1.0,Jayce,Red,TOP_LANER,Spring,2017,Nocturne,JUNGLER,0,1,1,0.0
0.0,Jinx,Red,AD_CARRY,Summer,2015,TahmKench,SUPPORT,1,0,1,1.0
0.0,Varus,Blue,AD_CARRY,Spring,2017,Morgana,SUPPORT,1,0,1,1.0
0.0,Darius,Red,TOP_LANER,Spring,2017,Ivern,JUNGLER,1,0,1,1.0
0.0,Sion,Red,TOP_LANER,Spring,2015,LeeSin,JUNGLER,1,0,1,1.0
1.0,RekSai,Red,JUNGLER,Summer,2016,Ezreal,MID_LANER,0,1,1,0.0
0,Olaf,Red,JUNGLER,Summer,2017,Syndra,MID_LANER,1,2,3,0
0.0,KogMaw,Blue,AD_CARRY,Spring,2016,Alistar,SUPPORT,1,0,1,1.0
0.0,Graves,Red,JUNGLER,Spring,2017,Talon,MID_LANER,1,0,1,1.0
1.0,LeeSin,Blue,JUNGLER,Spring,2016,Kassadin,MID_LANER,0,1,1,0.0
0.0,Elise,Blue,JUNGLER,Summer,2016,Lulu,MID_LANER,1,0,1,1.0
0,Varus,Red,AD_CARRY,Summer,2017,Brand,SUPPORT,1,1,2,0
0,Elise,Red,JUNGLER,Summer,2016,Azir,MID_LANER,1,1,2,0
1,Lucian,Blue,AD_CARRY,Summer,2016,TahmKench,SUPPORT,0,2,2,0
0,RekSai,Red,JUNGLER,Summer,2016,Anivia,MID_LANER,1,1,2,0
0.0,Gragas,Blue,JUNGLER,Summer,2017,Kassadin,MID_LANER,1,0,1,1.0
0.0,Vladimir,Red,TOP_LANER,Summer,2015,Sejuani,JUNGLER,1,0,1,1.0
1,Gragas,Blue,JUNGLER,Summer,2015,Shen,SUPPORT,0,3,3,0
1.0,Sivir,Red,AD_CARRY,Summer,2015,Veigar,SUPPORT,0,1,1,0.0
0.0,Graves,Blue,JUNGLER,Summer,2017,Braum,SUPPORT,1,0,1,1.0
1.0,RekSai,Red,AD_CARRY,Spring,2016,Shen,SUPPORT,0,1,1,0.0
1.0,Irelia,Red,TOP_LANER,Summer,2017,Sejuani,JUNGLER,0,1,1,0.0
0,RekSai,Red,JUNGLER,Spring,2015,Viktor,MID_LANER,1,1,2,0
1.0,LeeSin,Blue,JUNGLER,Summer,2017,Gragas,SUPPORT,0,1,1,0.0
0,Gnar,Blue,TOP_LANER,Spring,2017,Rengar,JUNGLER,1,1,2,0
0,Jayce,Blue,TOP_LANER,Summer,2017,RekSai,JUNGLER,1,1,2,0
0.0,Maokai,Red,AD_CARRY,Summer,2017,Janna,SUPPORT,1,0,1,1.0
1.0,Evelynn,Red,JUNGLER,Summer,2015,Anivia,MID_LANER,0,1,1,0.0
1.0,Karma,Red,JUNGLER,Spring,2017,Renekton,MID_LANER,0,1,1,0.0
1.0,Evelynn,Blue,JUNGLER,Summer,2017,Thresh,SUPPORT,0,1,1,0.0
0.0,JarvanIV,Blue,JUNGLER,Summer,2017,Bard,SUPPORT,1,0,1,1.0
0.0,Gnar,Blue,TOP_LANER,Summer,2017,Chogath,JUNGLER,1,0,1,1.0
1.0,Kayn,Red,JUNGLER,Summer,2017,Yasuo,MID_LANER,0,1,1,0.0
0.0,JarvanIV,Red,JUNGLER,Spring,2018,Fiddlesticks,MID_LANER,1,0,1,1.0
0,Elise,Blue,JUNGLER,Spring,2016,Poppy,SUPPORT,1,2,3,0
0.0,Lucian,Blue,TOP_LANER,Summer,2017,Elise,JUNGLER,1,0,1,1.0
1.0,Ezreal,Blue,AD_CARRY,Spring,2018,Nami,SUPPORT,0,1,1,0.0
0,JarvanIV,Red,AD_CARRY,Spring,2018,Janna,SUPPORT,1,2,3,0
0.0,Jax,Red,TOP_LANER,Spring,2015,JarvanIV,JUNGLER,1,0,1,1.0
1.0,Gragas,Blue,JUNGLER,Summer,2017,Kayle,SUPPORT,0,1,1,0.0
0.0,Lucian,Red,TOP_LANER,Summer,2017,Ivern,JUNGLER,1,0,1,1.0
1.0,Elise,Red,AD_CARRY,Spring,2017,Kayle,SUPPORT,0,1,1,0.0
0,Khazix,Red,JUNGLER,Summer,2017,Vladimir,MID_LANER,1,1,2,0
0,Khazix,Blue,JUNGLER,Spring,2017,TwistedFate,MID_LANER,1,2,3,0
0.0,Kalista,Red,AD_CARRY,Summer,2017,Shen,SUPPORT,1,0,1,1.0
0,Elise,Blue,JUNGLER,Summer,2015,TwistedFate,MID_LANER,1,1,2,0
0,Quinn,Red,TOP_LANER,Spring,2016,RekSai,JUNGLER,1,1,2,0
0.0,Twitch,Red,AD_CARRY,Summer,2016,TahmKench,SUPPORT,1,0,1,1.0
0,Poppy,Red,TOP_LANER,Summer,2016,Kindred,JUNGLER,1,4,5,0
1.0,Maokai,Red,TOP_LANER,Spring,2015,Zac,JUNGLER,0,1,1,0.0
0,Elise,Blue,JUNGLER,Spring,2017,Syndra,MID_LANER,1,1,2,0
0.0,Renekton,Blue,TOP_LANER,Spring,2017,Nidalee,JUNGLER,1,0,1,1.0
0.0,RekSai,Blue,JUNGLER,Spring,2016,Lulu,MID_LANER,1,0,1,1.0
0.0,Nunu,Blue,JUNGLER,Summer,2017,Alistar,SUPPORT,1,0,1,1.0
0.0,Gragas,Red,AD_CARRY,Summer,2017,Blitzcrank,SUPPORT,1,0,1,1.0
0.0,Gragas,Red,JUNGLER,Summer,2016,Gangplank,MID_LANER,1,0,1,1.0
1.0,MissFortune,Red,AD_CARRY,Summer,2017,TahmKench,SUPPORT,0,1,1,0.0
0.0,Sion,Blue,TOP_LANER,Spring,2015,Udyr,JUNGLER,1,0,1,1.0
0,Jinx,Blue,AD_CARRY,Spring,2017,Lulu,SUPPORT,1,1,2,0
0.0,Gnar,Red,TOP_LANER,Spring,2018,Nidalee,JUNGLER,1,0,1,1.0
1,Ashe,Red,AD_CARRY,Spring,2017,Syndra,SUPPORT,0,2,2,0
0,LeeSin,Blue,JUNGLER,Spring,2016,TwistedFate,MID_LANER,1,2,3,0
0.0,Nidalee,Blue,JUNGLER,Spring,2016,Zilean,MID_LANER,1,0,1,1.0
0,Rumble,Blue,TOP_LANER,Summer,2017,Olaf,JUNGLER,1,1,2,0
1.0,Yasuo,Red,TOP_LANER,Summer,2016,Elise,JUNGLER,0,1,1,0.0
1.0,Lucian,Blue,AD_CARRY,Spring,2016,Lissandra,SUPPORT,0,1,1,0.0
0.0,Rumble,Red,AD_CARRY,Spring,2017,Malzahar,SUPPORT,1,0,1,1.0
0.0,Elise,Blue,JUNGLER,Spring,2017,Blitzcrank,SUPPORT,1,0,1,1.0
0,Ekko,Red,TOP_LANER,Summer,2016,Nidalee,JUNGLER,1,2,3,0
0.0,JarvanIV,Blue,JUNGLER,Summer,2017,Taliyah,MID_LANER,1,0,1,1.0
1,Renekton,Blue,TOP_LANER,Summer,2017,Rengar,JUNGLER,0,2,2,0
0,Gnar,Blue,TOP_LANER,Summer,2017,Sejuani,JUNGLER,1,1,2,0
0,Fiora,Blue,TOP_LANER,Summer,2017,Warwick,JUNGLER,1,1,2,0
1.0,Rumble,Red,TOP_LANER,Spring,2015,Nautilus,JUNGLER,0,1,1,0.0
1.0,Kennen,Blue,TOP_LANER,Spring,2015,Nunu,JUNGLER,0,1,1,0.0
1.0,Poppy,Red,TOP_LANER,Spring,2015,Khazix,JUNGLER,0,1,1,0.0
0,LeeSin,Blue,JUNGLER,Summer,2017,Galio,MID_LANER,1,1,2,0
0,MissFortune,Red,AD_CARRY,Spring,2017,Karma,SUPPORT,1,1,2,0
0,Graves,Blue,TOP_LANER,Spring,2016,Nidalee,JUNGLER,1,1,2,0
0.0,Elise,Red,JUNGLER,Spring,2017,Swain,MID_LANER,1,0,1,1.0
0,Twitch,Red,AD_CARRY,Spring,2017,Lulu,SUPPORT,1,1,2,0
1,LeeSin,Red,JUNGLER,Spring,2015,Yasuo,MID_LANER,0,3,3,0
0,Ekko,Blue,JUNGLER,Spring,2016,Zilean,MID_LANER,1,1,2,0
0.0,Hecarim,Blue,TOP_LANER,Spring,2015,Nautilus,JUNGLER,1,0,1,1.0
0.0,LeeSin,Blue,JUNGLER,Spring,2017,AurelionSol,MID_LANER,1,0,1,1.0
1,Gragas,Red,TOP_LANER,Summer,2016,Graves,JUNGLER,0,2,2,0
0.0,Jayce,Blue,TOP_LANER,Summer,2016,LeeSin,JUNGLER,1,0,1,1.0
0.0,Zac,Blue,JUNGLER,Spring,2016,Leblanc,MID_LANER,1,0,1,1.0
0.0,Irelia,Red,TOP_LANER,Spring,2015,Nidalee,JUNGLER,1,0,1,1.0
0.0,Sejuani,Red,JUNGLER,Summer,2017,Ryze,MID_LANER,1,0,1,1.0
0.0,Gragas,Red,AD_CARRY,Spring,2018,Alistar,SUPPORT,1,0,1,1.0
0,Hecarim,Red,AD_CARRY,Summer,2016,Nami,SUPPORT,1,1,2,0
0,Caitlyn,Red,AD_CARRY,Summer,2017,Karma,SUPPORT,1,2,3,0
0.0,Gragas,Red,JUNGLER,Summer,2015,Azir,MID_LANER,1,0,1,1.0
0,Kennen,Blue,TOP_LANER,Summer,2017,Nidalee,JUNGLER,1,2,3,0
0.0,Gragas,Blue,JUNGLER,Spring,2016,Corki,MID_LANER,1,0,1,1.0
0.0,Rumble,Blue,TOP_LANER,Spring,2018,Gragas,JUNGLER,1,0,1,1.0
1.0,LeeSin,Blue,JUNGLER,Spring,2017,Camille,SUPPORT,0,1,1,0.0
1.0,Graves,Blue,JUNGLER,Spring,2016,Ekko,MID_LANER,0,1,1,0.0
1.0,Hecarim,Red,AD_CARRY,Summer,2015,Janna,SUPPORT,0,1,1,0.0
0.0,Ivern,Blue,JUNGLER,Spring,2017,Nami,SUPPORT,1,0,1,1.0
0.0,Sivir,Blue,AD_CARRY,Spring,2018,Braum,SUPPORT,1,0,1,1.0
0.0,Rengar,Blue,JUNGLER,Spring,2017,AurelionSol,MID_LANER,1,0,1,1.0
1.0,Udyr,Blue,JUNGLER,Spring,2016,Trundle,SUPPORT,0,1,1,0.0
0,Elise,Red,AD_CARRY,Summer,2016,Taric,SUPPORT,1,2,3,0
1.0,JarvanIV,Blue,JUNGLER,Summer,2017,TwistedFate,MID_LANER,0,1,1,0.0
0,Tristana,Red,AD_CARRY,Spring,2018,Lulu,SUPPORT,1,1,2,0
0,Ekko,Red,AD_CARRY,Summer,2015,Nautilus,SUPPORT,1,1,2,0
0,Gnar,Red,TOP_LANER,Spring,2018,Khazix,JUNGLER,1,3,4,0
0,Poppy,Red,TOP_LANER,Spring,2017,Elise,JUNGLER,1,1,2,0
0.0,JarvanIV,Red,TOP_LANER,Summer,2017,Nunu,JUNGLER,1,0,1,1.0
0.0,Rumble,Blue,TOP_LANER,Summer,2015,Elise,JUNGLER,1,0,1,1.0
1.0,Graves,Red,JUNGLER,Summer,2017,AurelionSol,MID_LANER,0,1,1,0.0
0,Zac,Red,JUNGLER,Summer,2017,Corki,MID_LANER,1,2,3,0
1,Jhin,Red,AD_CARRY,Spring,2016,Braum,SUPPORT,0,4,4,0
0,Olaf,Blue,JUNGLER,Summer,2017,Karma,SUPPORT,1,4,5,0
0,Jayce,Red,TOP_LANER,Spring,2017,Zac,JUNGLER,1,1,2,0
1.0,Olaf,Red,JUNGLER,Summer,2017,Fizz,MID_LANER,0,1,1,0.0
1.0,Graves,Red,JUNGLER,Summer,2017,Galio,MID_LANER,0,1,1,0.0
0.0,Gragas,Red,AD_CARRY,Spring,2016,Thresh,SUPPORT,1,0,1,1.0
0,Gragas,Blue,TOP_LANER,Spring,2016,Nidalee,JUNGLER,1,1,2,0
0.0,Ivern,Red,AD_CARRY,Spring,2017,Thresh,SUPPORT,1,0,1,1.0
0,Elise,Blue,JUNGLER,Summer,2014,Thresh,SUPPORT,1,1,2,0
1.0,Irelia,Blue,TOP_LANER,Summer,2016,Evelynn,JUNGLER,0,1,1,0.0
0.0,Nidalee,Red,JUNGLER,Spring,2016,Diana,MID_LANER,1,0,1,1.0
0.0,Khazix,Blue,JUNGLER,Spring,2017,Lulu,MID_LANER,1,0,1,1.0
0.0,Fiora,Blue,TOP_LANER,Summer,2015,Elise,JUNGLER,1,0,1,1.0
1.0,Ekko,Red,TOP_LANER,Summer,2015,Evelynn,JUNGLER,0,1,1,0.0
0,Maokai,Blue,TOP_LANER,Summer,2016,Gragas,JUNGLER,1,5,6,0
0.0,Maokai,Blue,TOP_LANER,Spring,2017,Rengar,JUNGLER,1,0,1,1.0
0,LeeSin,Blue,JUNGLER,Spring,2015,Lulu,SUPPORT,1,2,3,0
0.0,Chogath,Red,TOP_LANER,Spring,2016,RekSai,JUNGLER,1,0,1,1.0
0,Elise,Blue,JUNGLER,Summer,2016,Leblanc,MID_LANER,1,1,2,0
0.0,JarvanIV,Blue,TOP_LANER,Summer,2017,RekSai,JUNGLER,1,0,1,1.0
0.0,Ashe,Blue,AD_CARRY,Summer,2017,Zyra,SUPPORT,1,0,1,1.0
0.0,Morgana,Red,TOP_LANER,Spring,2015,Rengar,JUNGLER,1,0,1,1.0
1.0,Trundle,Blue,TOP_LANER,Summer,2016,Ekko,JUNGLER,0,1,1,0.0
0.0,Ashe,Red,AD_CARRY,Spring,2018,Rakan,SUPPORT,1,0,1,1.0
0.0,Ezreal,Blue,AD_CARRY,Spring,2016,Sona,SUPPORT,1,0,1,1.0
0.0,Nidalee,Blue,JUNGLER,Summer,2016,Trundle,SUPPORT,1,0,1,1.0
0,Olaf,Blue,JUNGLER,Summer,2016,Braum,SUPPORT,1,1,2,0
0,Lulu,Red,TOP_LANER,Spring,2016,Kindred,JUNGLER,1,1,2,0
1.0,Gnar,Blue,TOP_LANER,Spring,2015,Sion,JUNGLER,0,1,1,0.0
0,Gnar,Red,TOP_LANER,Summer,2017,Zac,JUNGLER,1,3,4,0
0,Nidalee,Red,JUNGLER,Spring,2016,Lissandra,MID_LANER,1,1,2,0
0.0,Graves,Blue,JUNGLER,Spring,2016,TwistedFate,MID_LANER,1,0,1,1.0
0,Jhin,Blue,AD_CARRY,Summer,2016,Soraka,SUPPORT,1,1,2,0
1.0,Gangplank,Blue,TOP_LANER,Summer,2016,Olaf,JUNGLER,0,1,1,0.0
1,Morgana,Red,TOP_LANER,Spring,2015,Vi,JUNGLER,0,2,2,0
0,Vi,Blue,JUNGLER,Spring,2015,Janna,SUPPORT,1,1,2,0
0.0,Sejuani,Blue,JUNGLER,Spring,2015,Nami,SUPPORT,1,0,1,1.0
0.0,Trundle,Blue,TOP_LANER,Summer,2016,Mordekaiser,JUNGLER,1,0,1,1.0
